Staff_ID,Staff_FName,Staff_LName,Dept,Position,Country,Email,Reporting_Manager,Role,password
190010,Rata,Chen,Solutioning,Developers,Singapore,Rata.Chen@allinone.com.sg,150008,2,RzxAyDz1
190014,Yee Meng,Sok,Solutioning,Developers,Singapore,Yee Meng.Sok@allinone.com.sg,150008,2,aKrwb6U0
190015,Wai Wai,Lam,Solutioning,Developers,Singapore,Wai Wai.Lam@allinone.com.sg,150008,2,oAnvUlw9
190016,Thin,Chin,Solutioning,Developers,Singapore,Thin.Chin@allinone.com.sg,150008,2,KMuMsaa8
190017,Nara,Kong,Solutioning,Developers,Singapore,Nara.Kong@allinone.com.sg,150008,2,dr0TVxnx
190018,Manni,Sok,Solutioning,Developers,Singapore,Manni.Sok@allinone.com.sg,150008,2,nMldNaMH
190021,An,Devan,Solutioning,Developers,Singapore,An.Devan@allinone.com.sg,150008,2,SFsMdpYl
190022,Rithe,Phan,Solutioning,Developers,Singapore,Rithe.Phan@allinone.com.sg,150008,2,coRytbB4
190024,Koh Kok,Sarawat,Solutioning,Developers,Singapore,Koh Kok.Sarawat@allinone.com.sg,150008,2,Wnc3UGlI
190025,Arifi,Tuan,Solutioning,Developers,Singapore,Arifi.Tuan@allinone.com.sg,150008,2,ZkoAyEb8
190026,Kumar,Kim,Solutioning,Developers,Singapore,Kumar.Kim@allinone.com.sg,150008,2,YlBjwX3l
190027,Narong,Sok,Solutioning,Developers,Singapore,Narong.Sok@allinone.com.sg,150008,2,TxnuSQq0
190028,Thin,Khun,Solutioning,Developers,Singapore,Thin.Khun@allinone.com.sg,150008,2,KxIUccKq
190029,Vannak,Saifullah,Solutioning,Developers,Singapore,Vannak.Saifullah@allinone.com.sg,150008,2,tNQNPDHF
190030,Phuon,Li,Solutioning,Developers,Singapore,Phuon.Li@allinone.com.sg,150008,2,5QznYCjb
190031,Sri,Prasad,Solutioning,Developers,Singapore,Sri.Prasad@allinone.com.sg,150008,2,vdxhvYA8
190032,Haing,Seng,Solutioning,Developers,Singapore,Haing.Seng@allinone.com.sg,150008,2,f8CELbqu
190033,Chin Chin,Siregar,Solutioning,Developers,Singapore,Chin Chin.Siregar@allinone.com.sg,150008,2,cY6BUXmc
190035,Kumari,Devi,Solutioning,Developers,Singapore,Kumari.Devi@allinone.com.sg,150008,2,szZbmGUG
190036,Narong,Myat,Solutioning,Developers,Singapore,Narong.Myat@allinone.com.sg,150008,2,6L2ZNG3U
190038,Heng,Chen,Solutioning,Developers,Singapore,Heng.Chen@allinone.com.sg,150008,2,hzzKux1P
190040,Rina,Loo,Solutioning,Developers,Singapore,Rina.Loo@allinone.com.sg,150008,2,Zm3LObdP
190041,Boun,Kong,Solutioning,Developers,Singapore,Boun.Kong@allinone.com.sg,150008,2,1C5gCDXK
190042,Aung,Khung,Solutioning,Developers,Singapore,Aung.Khung@allinone.com.sg,150008,2,n60etz5T
190043,Thu,Nguyen,Solutioning,Developers,Singapore,Thu.Nguyen@allinone.com.sg,150008,2,I7EbS87e
190044,Rajesh,Chong,Solutioning,Developers,Singapore,Rajesh.Chong@allinone.com.sg,150008,2,J15TjPfT
190045,Koh,Phalp,Solutioning,Developers,Singapore,Koh.Phalp@allinone.com.sg,150008,2,WTOhYoeB
190046,Somchai,Seng,Solutioning,Developers,Singapore,Somchai.Seng@allinone.com.sg,150008,2,YtBKByFI
190047,Seng,Pheap,Solutioning,Developers,Singapore,Seng.Pheap@allinone.com.sg,150008,2,SgIaCdRj
190048,Anh,Harun,Solutioning,Developers,Singapore,Anh.Harun@allinone.com.sg,150008,2,xJlWuiI9
190049,Ratana,Sulaiman,Solutioning,Developers,Singapore,Ratana.Sulaiman@allinone.com.sg,150008,2,3PM6ZOXh
190050,Bui Lui,Nguyen,Solutioning,Developers,Singapore,BuiLui.Nguyen@allinone.com.sg,150008,2,EI93haW5
190051,Rahim,Saon,Solutioning,Developers,Singapore,Rahim.Saon@allinone.com.sg,150008,2,HA6RWzaZ
190052,Dewi,Savoeun,Solutioning,Developers,Singapore,Dewi.Savoeun@allinone.com.sg,150008,2,ZIQuGDVL
190054,Sokha,Luon,Solutioning,Developers,Singapore,Sokha.Luon@allinone.com.sg,150008,2,Q3vSRAbG
190055,Tuan,Tithe,Solutioning,Developers,Singapore,Tuan.Tithe@allinone.com.sg,150008,2,ibAY36qt
190056,Bao,Lu,Solutioning,Developers,Singapore,Bao.Lu@allinone.com.sg,150008,2,zc3RQPuA
190057,Amara,Singh,Solutioning,Developers,Singapore,Amara.Singh@allinone.com.sg,150008,2,JLqifqLM
190058,Srey,Mao,Solutioning,Developers,Singapore,Srey.Mao@allinone.com.sg,150008,2,GPu0wCAU
190064,Arifi,Sapu,Solutioning,Support Team,Singapore,Arifi.Sapu@allinone.com.sg,150008,2,XaFsiTni
190091,Chin,Tran,Solutioning,Support Team,Singapore,Chin.Tran@allinone.com.sg,150008,2,Lh2Nq0GO
190092,Siti,Ahmah,Solutioning,Support Team,Singapore,Siti.Ahmah@allinone.com.sg,150008,2,hdfK88Nw
190065,Siti,Salah,Solutioning,Support Team,Malaysia,Siti.Salah@allinone.com.my,150008,2,Ox8zUF3T
190066,Rina,Siriporn,Solutioning,Support Team,Malaysia,Rina.Siriporn@allinone.com.my,150008,2,h5uHE46V
190068,Chandara,Kim,Solutioning,Support Team,Malaysia,Chandara.Kim@allinone.com.my,150008,2,inDhhZxc
190069,Heng Meng,Phan,Solutioning,Support Team,Indonesia ,HengMeng.Phan@allinone.com.id,150008,2,SZoRR04J
190074,Priya,Maliki,Solutioning,Support Team,Indonesia ,Priya.Maliki@allinone.com.id,150008,2,E8xtQsn6
190075,Ngoc,Trinh,Solutioning,Support Team,Indonesia ,Ngoc.Trinh@allinone.com.id,150008,2,zHVPN8HI
190076,Manoj,Kumar,Solutioning,Support Team,Indonesia ,Manoj.Kumar@allinone.com.id,150008,2,595uXQVz
190078,Somi,Somsri,Solutioning,Support Team,Vietnam,Somi.Somsri@allinone.com.vn,150008,2,ifnSeg1w
190079,Chin,Lim,Solutioning,Support Team,Vietnam,Chin.Lim@allinone.com.vn,150008,2,az5hHoM7
190080,Sok,Chay,Solutioning,Support Team,Hong Kong,Sok.Chay@allinone.com.hk,150008,2,9oV9yFtY
190082,Tatkong,Nguyen,Solutioning,Support Team,Hong Kong,Tatkong.Nguyen@allinone.com.hk,150008,2,4BB7IKEJ
190087,Sani,Perumal,Solutioning,Support Team,Hong Kong,Sani.Perumal@allinone.com.hk,150008,2,gKOeYt6Y
190088,Kakim,Siregar,Solutioning,Support Team,Hong Kong,Kakim.Siregar@allinone.com.hk,150008,2,ezRHvUtp
190089,Siri,Chaiyaporn,Solutioning,Support Team,Hong Kong,Siri.Chaiyaporn@allinone.com.hk,150008,2,2Uwmhh7E
190094,Rata,Keo,Solutioning,Support Team,Singapore,Rata.Keo@allinone.com.sg,150008,2,9LzwkteH
190095,Yee Meng,Lim,Solutioning,Support Team,Singapore,YeeMeng.Lim@allinone.com.sg,150008,2,4S5vXNxH
190096,Wai Wai,Yong,Solutioning,Support Team,Singapore,WaiWai.Yong@allinone.com.sg,150008,2,o9HhXsEl
190097,Thin,Pham,Solutioning,Support Team,Singapore,Thin.Pham@allinone.com.sg,150008,2,VfM0g890
190098,Nara,Sook,Solutioning,Support Team,Singapore,Nara.Sook@allinone.com.sg,150008,2,L3w0oibU
210018,Manni,Devi,IT,IT Team,Singapore,Manni.Devi@allinone.com.sg,210001,2,editAscC
210028,An,Vo,IT,IT Team,Singapore,An.Vo@allinone.com.sg,210001,2,eVZntP8I
210017,Rithe,Sok,IT,IT Team,Singapore,Rithe.Sok@allinone.com.sg,210001,2,ZZjoCkq5
210019,Koh Kok,Seng,IT,IT Team,Singapore,KohKok.Seng@allinone.com.sg,210001,2,5BFUOGAw
210020,Arifi,Saputra,IT,IT Team,Singapore,Arifi.Saputra@allinone.com.sg,210001,2,6RQIvZJG
210021,Kumar,Pillai,IT,IT Team,Singapore,Kumar.Pillai@allinone.com.sg,210001,2,JJnmjigJ
210022,Narong,Phua,IT,IT Team,Singapore,Narong.Phua@allinone.com.sg,210001,2,W6iBsroA
210023,Thin,Ling,IT,IT Team,Singapore,Thin.Ling@allinone.com.sg,210001,2,nDytIJ0U
210024,Vannak,Teng,IT,IT Team,Singapore,Vannak.Teng@allinone.com.sg,210001,2,5uOe6J7X
210025,Phuon,Truong,IT,IT Team,Singapore,Phuon.Truong@allinone.com.sg,210001,2,lKLyvRur
210026,Sri,Suon,IT,IT Team,Singapore,Sri.Suon@allinone.com.sg,210001,2,i5oxQlKe
210027,Haing,Myat,IT,IT Team,Singapore,Haing.Myat@allinone.com.sg,210001,2,zJ55NcY7
210029,Chin Chin,Chen,IT,IT Team,Singapore,ChinChin.Chen@allinone.com.sg,210001,2,TfPjnjkt
210030,Narah,Loo,IT,IT Team,Singapore,Narah.Loo@allinone.com.sg,210001,2,jheTfav0
210031,Somachai,Kong,IT,IT Team,Singapore,Somachai.Kong@allinone.com.sg,210001,2,XQdMr6Jj
210032,Rath,Khung,IT,IT Team,Singapore,Rath.Khung@allinone.com.sg,210001,2,YZhyFAA1
210033,Chin,Nguyen,IT,IT Team,Singapore,Chin.Nguyen@allinone.com.sg,210001,2,AFYaRRM5
210034,Yee Seng,Chong,IT,IT Team,Singapore,YeeSeng.Chong@allinone.com.sg,210001,2,t1a1YJxc
210035,Heng,Phalp,IT,IT Team,Singapore,Heng.Phalp@allinone.com.sg,210001,2,AaF1jccx
210036,Sokuntheap,Seng,IT,IT Team,Singapore,Sokuntheap.Seng@allinone.com.sg,210001,2,OK0p947M
210037,Champan,Pheap,IT,IT Team,Singapore,Champan.Pheap@allinone.com.sg,210001,2,fELiyJH7
210038,Kahim,Harun,IT,IT Team,Singapore,Kahim.Harun@allinone.com.sg,210001,2,WadPbCs9
210039,Halim,Sulaiman,IT,IT Team,Singapore,Halim.Sulaiman@allinone.com.sg,210001,2,YcNaqoNB
210040,Trong,Nguyen,IT,IT Team,Singapore,Trong.Nguyen@allinone.com.sg,210001,2,YSNwDDiJ
210041,Seng,Saon,IT,IT Team,Singapore,Seng.Saon@allinone.com.sg,210001,2,Tfo32RO3
210042,Naron,Savoeun,IT,IT Team,Singapore,Naron.Savoeun@allinone.com.sg,210001,2,viekve72
210043,Phuc,Luon,IT,IT Team,Singapore,Phuc.Luon@allinone.com.sg,210001,2,POOuXcid
210044,Chandara,Tithe,IT,IT Team,Singapore,tithe.chandra@allinone.com.sg,210001,2,wR6q8are
